DATE,SITE,TREATMENT,TRAP,DIRECTION,DISTANCE (m),FRUITING,NO_FRUIT
6/13/20,7,C,B,SE,5,0,1
6/13/20,7,C,B,SE,6,0,0
6/13/20,7,C,B,SE,7,0,0
6/13/20,7,C,B,SE,8,0,0
6/13/20,7,C,B,SE,9,0,0
6/13/20,7,C,B,SE,10,0,0
6/13/20,7,C,B,SE,11,0,0
6/13/20,7,C,B,SE,12,0,0
6/13/20,7,C,B,SW,3,0,0
6/13/20,7,C,B,SW,4,0,0
6/13/20,7,C,B,SW,5,0,0
6/13/20,7,C,B,SW,6,0,0
6/13/20,7,C,B,SW,7,0,0
6/13/20,7,C,B,SW,8,0,1
6/13/20,7,C,B,SW,9,0,0
6/13/20,7,C,B,SW,10,0,0
6/13/20,7,C,B,SW,11,1,1
6/13/20,7,C,B,SW,12,0,1
6/13/20,7,C,C,N,3,1,1
6/13/20,7,C,C,N,4,0,0
6/13/20,7,C,C,N,5,0,0
6/13/20,7,C,C,N,6,1,1
6/13/20,7,C,C,N,7,0,0
6/13/20,7,C,C,N,8,0,0
6/13/20,7,C,C,N,9,0,0
6/13/20,7,C,C,N,10,1,1
6/13/20,7,C,C,N,11,0,0
6/13/20,7,C,C,N,12,0,0
6/13/20,7,C,C,SE,3,0,0
6/13/20,7,C,C,SE,4,0,0
6/13/20,7,C,C,SE,5,0,1
6/13/20,7,C,C,SE,6,0,1
6/13/20,7,C,C,SE,7,0,0
6/13/20,7,C,C,SE,8,0,0
6/13/20,7,C,C,SE,9,1,1
6/13/20,7,C,C,SE,10,0,0
6/13/20,7,C,C,SE,11,0,0
6/13/20,7,C,C,SE,12,0,0
6/13/20,7,C,C,SW,3,1,1
6/13/20,7,C,C,SW,4,0,0
6/13/20,7,C,C,SW,5,0,0
6/13/20,7,C,C,SW,6,0,0
6/13/20,7,C,C,SW,7,1,1
6/13/20,7,C,C,SW,8,0,1
6/13/20,7,C,C,SW,9,1,1
6/13/20,7,C,C,SW,10,0,0
6/13/20,7,C,C,SW,11,0,0
6/13/20,7,C,C,SW,12,0,0
6/14/20,4,B,A,N,3,0,0
6/14/20,4,B,A,N,4,0,0
6/14/20,4,B,A,N,5,0,0
6/14/20,4,B,A,N,6,0,0
6/14/20,4,B,A,N,7,0,0
6/14/20,4,B,A,N,8,0,0
6/14/20,4,B,A,N,9,0,0
6/14/20,4,B,A,N,10,0,0
6/14/20,4,B,A,N,11,0,0
6/14/20,4,B,A,N,12,0,0
6/14/20,4,B,A,SE,3,0,0
6/14/20,4,B,A,SE,4,0,0
6/14/20,4,B,A,SE,5,0,0
6/14/20,4,B,A,SE,6,0,0
6/14/20,4,B,A,SE,7,0,0
6/14/20,4,B,A,SE,8,0,0
6/14/20,4,B,A,SE,9,0,0
6/14/20,4,B,A,SE,10,0,0
6/14/20,4,B,A,SE,11,0,0
6/14/20,4,B,A,SE,12,0,0
6/14/20,4,B,A,SW,3,0,0
6/14/20,4,B,A,SW,4,0,0
6/14/20,4,B,A,SW,5,0,0
6/14/20,4,B,A,SW,6,0,0
6/14/20,4,B,A,SW,7,0,0
6/14/20,4,B,A,SW,8,0,0
6/14/20,4,B,A,SW,9,0,0
6/14/20,4,B,A,SW,10,0,0
6/14/20,4,B,A,SW,11,0,0
6/14/20,4,B,A,SW,12,0,0
6/14/20,4,B,B,N,3,0,1
6/14/20,4,B,B,N,4,0,0
6/14/20,4,B,B,N,5,0,0
6/14/20,4,B,B,N,6,0,1
6/14/20,4,B,B,N,7,0,0
6/14/20,4,B,B,N,8,0,0
6/14/20,4,B,B,N,9,0,0
6/14/20,4,B,B,N,10,0,1
6/14/20,4,B,B,N,11,0,0
6/14/20,4,B,B,N,12,0,0
6/14/20,4,B,B,SE,3,0,1
6/14/20,4,B,B,SE,4,0,0
6/14/20,4,B,B,SE,5,0,0
6/14/20,4,B,B,SE,6,0,0
6/14/20,4,B,B,SE,7,0,0
6/14/20,4,B,B,SE,8,0,1
6/14/20,4,B,B,SE,9,0,0
6/14/20,4,B,B,SE,10,0,0
6/14/20,4,B,B,SE,11,0,0
6/14/20,4,B,B,SE,12,0,0
6/14/20,4,B,B,SW,3,0,1
6/14/20,4,B,B,SW,4,0,0
6/14/20,4,B,B,SW,5,0,0
6/14/20,4,B,B,SW,6,0,0
6/14/20,4,B,B,SW,7,0,0
6/14/20,4,B,B,SW,8,0,0
6/14/20,4,B,B,SW,9,0,0
6/14/20,4,B,B,SW,10,0,0
6/14/20,4,B,B,SW,11,0,0
6/14/20,4,B,B,SW,12,0,0
6/14/20,4,B,C,N,3,0,0
6/14/20,4,B,C,N,4,0,0
6/14/20,4,B,C,N,5,0,0
6/14/20,4,B,C,N,6,0,0
6/14/20,4,B,C,N,7,0,0
6/14/20,4,B,C,N,8,0,0
6/14/20,4,B,C,N,9,0,0
6/14/20,4,B,C,N,10,0,0
6/14/20,4,B,C,N,11,0,0
6/14/20,4,B,C,N,12,0,0
6/14/20,4,B,C,SE,3,0,0
6/14/20,4,B,C,SE,4,0,0
6/14/20,4,B,C,SE,5,0,0
6/14/20,4,B,C,SE,6,0,0
6/14/20,4,B,C,SE,7,0,0
6/14/20,4,B,C,SE,8,0,0
6/14/20,4,B,C,SE,9,0,0
6/14/20,4,B,C,SE,10,0,0
6/14/20,4,B,C,SE,11,0,0
6/14/20,4,B,C,SE,12,0,0
6/14/20,4,B,C,SW,3,0,0
6/14/20,4,B,C,SW,4,0,1
6/14/20,4,B,C,SW,5,0,0
6/14/20,4,B,C,SW,6,0,1
6/14/20,4,B,C,SW,7,0,0
6/14/20,4,B,C,SW,8,0,0
6/14/20,4,B,C,SW,9,0,1
6/14/20,4,B,C,SW,10,0,0
6/14/20,4,B,C,SW,11,0,0
6/14/20,4,B,C,SW,12,0,0
6/14/20,4,C,A,N,3,0,0
6/14/20,4,C,A,N,4,0,0
6/14/20,4,C,A,N,5,0,0
6/14/20,4,C,A,N,6,0,0
6/14/20,4,C,A,N,7,0,0
6/14/20,4,C,A,N,8,0,0
6/14/20,4,C,A,N,9,0,0
6/14/20,4,C,A,N,10,0,0
6/14/20,4,C,A,N,11,0,0
6/14/20,4,C,A,N,12,0,0
6/14/20,4,C,A,SE,3,0,0
6/14/20,4,C,A,SE,4,0,0
6/14/20,4,C,A,SE,5,0,0
6/14/20,4,C,A,SE,6,0,0
6/14/20,4,C,A,SE,7,0,1
6/14/20,4,C,A,SE,8,0,1
6/14/20,4,C,A,SE,9,1,1
6/14/20,4,C,A,SE,10,0,1
6/14/20,4,C,A,SE,11,0,0
6/14/20,4,C,A,SE,12,0,0
6/14/20,4,C,A,SW,3,0,0
6/14/20,4,C,A,SW,4,0,0
6/14/20,4,C,A,SW,5,0,0
6/14/20,4,C,A,SW,6,0,0
6/14/20,4,C,A,SW,7,0,0
6/14/20,4,C,A,SW,8,0,0
6/14/20,4,C,A,SW,9,0,0
6/14/20,4,C,A,SW,10,0,1
6/14/20,4,C,A,SW,11,0,1
6/14/20,4,C,A,SW,12,0,0
6/14/20,4,C,B,N,3,1,1
6/14/20,4,C,B,N,4,0,0
6/14/20,4,C,B,N,5,0,0
6/14/20,4,C,B,N,6,0,0
6/14/20,4,C,B,N,7,0,0
6/14/20,4,C,B,N,8,0,0
6/14/20,4,C,B,N,9,0,0
6/14/20,4,C,B,N,10,0,0
6/14/20,4,C,B,N,11,0,0
6/14/20,4,C,B,N,12,0,0
6/14/20,4,C,B,SE,3,0,0
6/14/20,4,C,B,SE,4,0,0
6/14/20,4,C,B,SE,5,0,0
6/14/20,4,C,B,SE,6,0,0
6/14/20,4,C,B,SE,7,0,0
6/14/20,4,C,B,SE,8,0,0
6/14/20,4,C,B,SE,9,0,0
6/14/20,4,C,B,SE,10,0,0
6/14/20,4,C,B,SE,11,0,0
6/14/20,4,C,B,SE,12,0,0
6/14/20,4,C,B,SW,3,0,0
6/14/20,4,C,B,SW,4,0,0
6/14/20,4,C,B,SW,5,0,0
6/14/20,4,C,B,SW,6,0,0
6/14/20,4,C,B,SW,7,0,0
6/14/20,4,C,B,SW,8,0,0
6/14/20,4,C,B,SW,9,0,0
6/14/20,4,C,B,SW,10,0,1
6/14/20,4,C,B,SW,11,0,0
6/14/20,4,C,B,SW,12,0,0
6/14/20,4,C,C,N,3,0,1
6/14/20,4,C,C,N,4,0,0
6/14/20,4,C,C,N,5,0,0
6/14/20,4,C,C,N,6,0,0
6/14/20,4,C,C,N,7,0,1
6/14/20,4,C,C,N,8,0,0
6/14/20,4,C,C,N,9,0,0
6/14/20,4,C,C,N,10,0,0
6/14/20,4,C,C,N,11,0,0
6/14/20,4,C,C,N,12,0,0
6/14/20,4,C,C,SE,3,0,0
6/14/20,4,C,C,SE,4,0,0
6/14/20,4,C,C,SE,5,0,0
6/14/20,4,C,C,SE,6,1,1
6/14/20,4,C,C,SE,7,1,1
6/14/20,4,C,C,SE,8,0,1
6/14/20,4,C,C,SE,9,1,1
6/14/20,4,C,C,SE,10,0,0
6/14/20,4,C,C,SE,11,0,0
6/14/20,4,C,C,SE,12,0,0
6/14/20,4,C,C,SW,3,0,1
6/14/20,4,C,C,SW,4,0,0
6/14/20,4,C,C,SW,5,0,1
6/14/20,4,C,C,SW,6,0,0
6/14/20,4,C,C,SW,7,0,0
6/14/20,4,C,C,SW,8,0,0
6/14/20,4,C,C,SW,9,0,1
6/14/20,4,C,C,SW,10,0,0
6/14/20,4,C,C,SW,11,1,1
6/14/20,4,C,C,SW,12,0,0
6/14/20,16,B,A,N,3,0,0
6/14/20,16,B,A,N,4,0,0
6/14/20,16,B,A,N,5,0,0
6/14/20,16,B,A,N,6,0,0
6/14/20,16,B,A,N,7,0,0
6/14/20,16,B,A,N,8,0,1
6/14/20,16,B,A,N,9,0,0
6/14/20,16,B,A,N,10,0,0
6/14/20,16,B,A,N,11,0,0
6/14/20,16,B,A,N,12,0,0
6/14/20,16,B,A,SE,3,0,0
6/14/20,16,B,A,SE,4,0,0
6/14/20,16,B,A,SE,5,0,0
6/14/20,16,B,A,SE,6,0,0
6/14/20,16,B,A,SE,7,0,0
6/14/20,16,B,A,SE,8,0,0
6/14/20,16,B,A,SE,9,0,0
6/14/20,16,B,A,SE,10,0,0
6/14/20,16,B,A,SE,11,0,0
6/14/20,16,B,A,SE,12,0,0
6/14/20,16,B,A,SW,3,0,0
6/14/20,16,B,A,SW,4,0,0
6/14/20,16,B,A,SW,5,0,0
6/14/20,16,B,A,SW,6,0,0
6/14/20,16,B,A,SW,7,0,0
6/14/20,16,B,A,SW,8,0,0
6/14/20,16,B,A,SW,9,0,0
6/14/20,16,B,A,SW,10,0,0
6/14/20,16,B,A,SW,11,0,0
6/14/20,16,B,A,SW,12,0,0
6/14/20,16,B,B,N,3,0,0
6/14/20,16,B,B,N,4,0,0
6/14/20,16,B,B,N,5,0,0
6/14/20,16,B,B,N,6,0,0
6/14/20,16,B,B,N,7,0,0
6/14/20,16,B,B,N,8,0,1
6/14/20,16,B,B,N,9,0,0
6/14/20,16,B,B,N,10,0,0
6/14/20,16,B,B,N,11,0,0
6/14/20,16,B,B,N,12,0,0
6/14/20,16,B,B,SE,3,0,0
6/14/20,16,B,B,SE,4,0,0
6/14/20,16,B,B,SE,5,0,0
6/14/20,16,B,B,SE,6,0,0
6/14/20,16,B,B,SE,7,0,0
6/14/20,16,B,B,SE,8,0,1
6/14/20,16,B,B,SE,9,0,0
6/14/20,16,B,B,SE,10,0,0
6/14/20,16,B,B,SE,11,0,0
6/14/20,16,B,B,SE,12,0,0
6/14/20,16,B,B,SW,3,0,0
6/14/20,16,B,B,SW,4,0,0
6/14/20,16,B,B,SW,5,0,0
6/14/20,16,B,B,SW,6,0,0
6/14/20,16,B,B,SW,7,0,0
6/14/20,16,B,B,SW,8,0,0
6/14/20,16,B,B,SW,9,0,0
6/14/20,16,B,B,SW,10,0,0
6/14/20,16,B,B,SW,11,0,0
6/14/20,16,B,B,SW,12,0,0
6/14/20,16,B,C,N,3,0,0
6/14/20,16,B,C,N,4,0,1
6/14/20,16,B,C,N,5,0,0
6/14/20,16,B,C,N,6,0,0
6/14/20,16,B,C,N,7,0,0
6/14/20,16,B,C,N,8,0,0
6/14/20,16,B,C,N,9,0,0
6/14/20,16,B,C,N,10,0,0
6/14/20,16,B,C,N,11,0,0
6/14/20,16,B,C,N,12,0,0
6/14/20,16,B,C,SE,3,0,0
6/14/20,16,B,C,SE,4,0,0
6/14/20,16,B,C,SE,5,0,0
6/14/20,16,B,C,SE,6,0,0
6/14/20,16,B,C,SE,7,0,0
6/14/20,16,B,C,SE,8,0,0
6/14/20,16,B,C,SE,9,0,0
6/14/20,16,B,C,SE,10,0,0
6/14/20,16,B,C,SE,11,0,0
6/14/20,16,B,C,SE,12,0,0
6/14/20,16,B,C,SW,3,0,0
6/14/20,16,B,C,SW,4,0,0
6/14/20,16,B,C,SW,5,0,0
6/14/20,16,B,C,SW,6,0,0
6/14/20,16,B,C,SW,7,0,0
6/14/20,16,B,C,SW,8,0,0
6/14/20,16,B,C,SW,9,0,0
6/14/20,16,B,C,SW,10,0,0
6/14/20,16,B,C,SW,11,0,0
6/14/20,16,B,C,SW,12,0,0
6/14/20,16,C,A,N,3,0,0
6/14/20,16,C,A,N,4,0,0
6/14/20,16,C,A,N,5,0,0
6/14/20,16,C,A,N,6,0,0
6/14/20,16,C,A,N,7,0,0
6/14/20,16,C,A,N,8,0,0
6/14/20,16,C,A,N,9,0,0
6/14/20,16,C,A,N,10,0,0
6/14/20,16,C,A,N,11,0,0
6/14/20,16,C,A,N,12,0,0
6/14/20,16,C,A,SE,3,0,0
6/14/20,16,C,A,SE,4,0,0
6/14/20,16,C,A,SE,5,0,0
6/14/20,16,C,A,SE,6,0,0
6/14/20,16,C,A,SE,7,0,0
6/14/20,16,C,A,SE,8,0,0
6/14/20,16,C,A,SE,9,0,0
6/14/20,16,C,A,SE,10,0,0
6/14/20,16,C,A,SE,11,0,1
6/14/20,16,C,A,SE,12,0,0
6/14/20,16,C,A,SW,3,0,0
6/14/20,16,C,A,SW,4,0,0
6/14/20,16,C,A,SW,5,0,0
6/14/20,16,C,A,SW,6,0,0
6/14/20,16,C,A,SW,7,0,0
6/14/20,16,C,A,SW,8,0,0
6/14/20,16,C,A,SW,9,0,0
6/14/20,16,C,A,SW,10,0,0
6/14/20,16,C,A,SW,11,0,0
6/14/20,16,C,A,SW,12,0,0
6/14/20,16,C,B,N,3,0,0
6/14/20,16,C,B,N,4,0,0
6/14/20,16,C,B,N,5,0,0
6/14/20,16,C,B,N,6,0,0
6/14/20,16,C,B,N,7,0,0
6/14/20,16,C,B,N,8,0,0
6/14/20,16,C,B,N,9,0,0
6/14/20,16,C,B,N,10,0,0
6/14/20,16,C,B,N,11,0,0
6/14/20,16,C,B,N,12,0,0
6/14/20,16,C,B,SE,3,0,0
6/14/20,16,C,B,SE,4,0,0
6/14/20,16,C,B,SE,5,0,0
6/14/20,16,C,B,SE,6,0,0
6/14/20,16,C,B,SE,7,0,0
6/14/20,16,C,B,SE,8,0,0
6/14/20,16,C,B,SE,9,0,0
6/14/20,16,C,B,SE,10,0,0
6/14/20,16,C,B,SE,11,0,0
6/14/20,16,C,B,SE,12,0,0
6/14/20,16,C,B,SW,3,0,0
6/14/20,16,C,B,SW,4,0,0
6/14/20,16,C,B,SW,5,0,0
6/14/20,16,C,B,SW,6,0,0
6/14/20,16,C,B,SW,7,0,0
6/14/20,16,C,B,SW,8,0,0
6/14/20,16,C,B,SW,9,0,0
6/14/20,16,C,B,SW,10,0,0
6/14/20,16,C,B,SW,11,0,0
6/14/20,16,C,B,SW,12,0,0
6/14/20,16,C,C,N,3,0,0
6/14/20,16,C,C,N,4,0,0
6/14/20,16,C,C,N,5,0,0
6/14/20,16,C,C,N,6,0,0
6/14/20,16,C,C,N,7,0,0
6/14/20,16,C,C,N,8,0,0
6/14/20,16,C,C,N,9,0,0
6/14/20,16,C,C,N,10,0,0
6/14/20,16,C,C,N,11,0,0
6/14/20,16,C,C,N,12,0,0
6/14/20,16,C,C,SE,3,0,0
6/14/20,16,C,C,SE,4,0,0
6/14/20,16,C,C,SE,5,0,0
6/14/20,16,C,C,SE,6,0,0
6/14/20,16,C,C,SE,7,0,0
6/14/20,16,C,C,SE,8,0,0
6/14/20,16,C,C,SE,9,0,0
6/14/20,16,C,C,SE,10,0,0
6/14/20,16,C,C,SE,11,0,0
6/14/20,16,C,C,SE,12,0,0
6/14/20,16,C,C,SW,3,0,0
6/14/20,16,C,C,SW,4,0,0
6/14/20,16,C,C,SW,5,0,0
6/14/20,16,C,C,SW,6,0,0
6/14/20,16,C,C,SW,7,0,0
6/14/20,16,C,C,SW,8,0,0
6/14/20,16,C,C,SW,9,0,0
6/14/20,16,C,C,SW,10,0,0
6/14/20,16,C,C,SW,11,0,0
6/14/20,16,C,C,SW,12,0,0
6/14/20,6,B,A,N,3,0,1
6/14/20,6,B,A,N,4,0,0
6/14/20,6,B,A,N,5,0,0
6/14/20,6,B,A,N,6,0,0
6/14/20,6,B,A,N,7,0,0
6/14/20,6,B,A,N,8,0,1
6/14/20,6,B,A,N,9,0,0
6/14/20,6,B,A,N,10,0,0
6/14/20,6,B,A,N,11,0,0
6/14/20,6,B,A,N,12,0,0
6/14/20,6,B,A,SE,3,0,0
6/14/20,6,B,A,SE,4,0,0
6/14/20,6,B,A,SE,5,0,0
6/14/20,6,B,A,SE,6,0,0
6/14/20,6,B,A,SE,7,0,0
6/14/20,6,B,A,SE,8,0,0
6/14/20,6,B,A,SE,9,0,0
6/14/20,6,B,A,SE,10,0,0
6/14/20,6,B,A,SE,11,0,0
6/14/20,6,B,A,SE,12,0,0
6/14/20,6,B,A,SW,3,0,0
6/14/20,6,B,A,SW,4,0,0
6/14/20,6,B,A,SW,5,0,0
6/14/20,6,B,A,SW,6,0,0
6/14/20,6,B,A,SW,7,0,0
6/14/20,6,B,A,SW,8,0,0
6/14/20,6,B,A,SW,9,0,0
6/14/20,6,B,A,SW,10,0,0
6/14/20,6,B,A,SW,11,0,0
6/14/20,6,B,A,SW,12,0,0
6/14/20,6,B,B,N,3,0,0
6/14/20,6,B,B,N,4,0,0
6/14/20,6,B,B,N,5,0,0
6/14/20,6,B,B,N,6,0,0
6/14/20,6,B,B,N,7,0,0
6/14/20,6,B,B,N,8,0,0
6/14/20,6,B,B,N,9,0,0
6/14/20,6,B,B,N,10,0,0
6/14/20,6,B,B,N,11,0,0
6/14/20,6,B,B,N,12,0,0
6/14/20,6,B,B,SE,3,0,0
6/14/20,6,B,B,SE,4,0,0
6/14/20,6,B,B,SE,5,0,0
6/14/20,6,B,B,SE,6,0,0
6/14/20,6,B,B,SE,7,0,0
6/14/20,6,B,B,SE,8,0,1
6/14/20,6,B,B,SE,9,0,0
6/14/20,6,B,B,SE,10,0,0
6/14/20,6,B,B,SE,11,0,0
6/14/20,6,B,B,SE,12,0,0
6/14/20,6,B,B,SW,3,0,0
6/14/20,6,B,B,SW,4,0,0
6/14/20,6,B,B,SW,5,0,0
6/14/20,6,B,B,SW,6,0,0
6/14/20,6,B,B,SW,7,0,0
6/14/20,6,B,B,SW,8,0,0
6/14/20,6,B,B,SW,9,0,0
6/14/20,6,B,B,SW,10,0,0
6/14/20,6,B,B,SW,11,0,0
6/14/20,6,B,B,SW,12,0,0
6/14/20,6,B,C,N,3,0,0
6/14/20,6,B,C,N,4,0,0
6/14/20,6,B,C,N,5,0,0
6/14/20,6,B,C,N,6,0,0
6/14/20,6,B,C,N,7,0,0
6/14/20,6,B,C,N,8,0,0
6/14/20,6,B,C,N,9,0,0
6/14/20,6,B,C,N,10,0,0
6/14/20,6,B,C,N,11,0,0
6/14/20,6,B,C,N,12,0,0
6/14/20,6,B,C,SE,3,0,0
6/14/20,6,B,C,SE,4,0,0
6/14/20,6,B,C,SE,5,0,0
6/14/20,6,B,C,SE,6,0,0
6/14/20,6,B,C,SE,7,0,0
6/14/20,6,B,C,SE,8,0,0
6/14/20,6,B,C,SE,9,0,0
6/14/20,6,B,C,SE,10,0,0
6/14/20,6,B,C,SE,11,0,0
6/14/20,6,B,C,SE,12,0,0
6/14/20,6,B,C,SW,3,0,0
6/14/20,6,B,C,SW,4,0,0
6/14/20,6,B,C,SW,5,0,0
6/14/20,6,B,C,SW,6,0,0
6/14/20,6,B,C,SW,7,0,0
6/14/20,6,B,C,SW,8,0,0
6/14/20,6,B,C,SW,9,0,0
6/14/20,6,B,C,SW,10,0,0
6/14/20,6,B,C,SW,11,0,0
6/14/20,6,B,C,SW,12,0,0
6/14/20,6,C,A,N,3,0,0
6/14/20,6,C,A,N,4,0,0
6/14/20,6,C,A,N,5,0,0
6/14/20,6,C,A,N,6,0,0
6/14/20,6,C,A,N,7,0,0
6/14/20,6,C,A,N,8,0,0
6/14/20,6,C,A,N,9,0,0
6/14/20,6,C,A,N,10,0,0
6/14/20,6,C,A,N,11,0,0
6/14/20,6,C,A,N,12,0,0
6/14/20,6,C,A,SE,3,1,1
6/14/20,6,C,A,SE,4,0,0
6/14/20,6,C,A,SE,5,0,0
6/14/20,6,C,A,SE,6,0,0
6/14/20,6,C,A,SE,7,0,0
6/14/20,6,C,A,SE,8,0,0
6/14/20,6,C,A,SE,9,0,0
6/14/20,6,C,A,SE,10,0,0
6/14/20,6,C,A,SE,11,0,0
6/14/20,6,C,A,SE,12,0,0
6/14/20,6,C,A,SW,3,0,0
6/14/20,6,C,A,SW,4,0,0
6/14/20,6,C,A,SW,5,0,0
6/14/20,6,C,A,SW,6,0,0
6/14/20,6,C,A,SW,7,0,0
6/14/20,6,C,A,SW,8,0,0
6/14/20,6,C,A,SW,9,0,0
6/14/20,6,C,A,SW,10,0,0
6/14/20,6,C,A,SW,11,0,0
6/14/20,6,C,A,SW,12,0,0
6/14/20,6,C,B,N,3,0,0
6/14/20,6,C,B,N,4,0,0
6/14/20,6,C,B,N,5,0,0
6/14/20,6,C,B,N,6,0,0
6/14/20,6,C,B,N,7,0,0
6/14/20,6,C,B,N,8,0,0
6/14/20,6,C,B,N,9,0,0
6/14/20,6,C,B,N,10,0,0
6/14/20,6,C,B,N,11,0,0
6/14/20,6,C,B,N,12,0,0
6/14/20,6,C,B,SE,3,0,0
6/14/20,6,C,B,SE,4,0,0
6/14/20,6,C,B,SE,5,0,0
6/14/20,6,C,B,SE,6,0,0
6/14/20,6,C,B,SE,7,0,0
6/14/20,6,C,B,SE,8,0,0
6/14/20,6,C,B,SE,9,0,0
6/14/20,6,C,B,SE,10,0,0
6/14/20,6,C,B,SE,11,0,0
6/14/20,6,C,B,SE,12,0,0
6/14/20,6,C,B,SW,3,0,0
6/14/20,6,C,B,SW,4,0,0
6/14/20,6,C,B,SW,5,0,0
6/14/20,6,C,B,SW,6,0,0
6/14/20,6,C,B,SW,7,0,0
6/14/20,6,C,B,SW,8,0,0
6/14/20,6,C,B,SW,9,0,0
6/14/20,6,C,B,SW,10,0,0
6/14/20,6,C,B,SW,11,0,1
6/14/20,6,C,B,SW,12,0,0
6/14/20,6,C,C,N,3,0,0
6/14/20,6,C,C,N,4,0,0
6/14/20,6,C,C,N,5,0,0
6/14/20,6,C,C,N,6,0,0
6/14/20,6,C,C,N,7,0,0
6/14/20,6,C,C,N,8,0,0
6/14/20,6,C,C,N,9,0,0
6/14/20,6,C,C,N,10,0,0
6/14/20,6,C,C,N,11,0,1
6/14/20,6,C,C,N,12,0,0
6/14/20,6,C,C,SE,3,0,0
6/14/20,6,C,C,SE,4,0,0
6/14/20,6,C,C,SE,5,0,0
6/14/20,6,C,C,SE,6,1,1
6/14/20,6,C,C,SE,7,0,0
6/14/20,6,C,C,SE,8,0,0
6/14/20,6,C,C,SE,9,0,0
6/14/20,6,C,C,SE,10,0,0
6/14/20,6,C,C,SE,11,0,0
6/14/20,6,C,C,SE,12,0,0
6/14/20,6,C,C,SW,3,0,0
6/14/20,6,C,C,SW,4,0,0
6/14/20,6,C,C,SW,5,0,0
6/14/20,6,C,C,SW,6,0,0
6/14/20,6,C,C,SW,7,0,0
6/14/20,6,C,C,SW,8,0,0
6/14/20,6,C,C,SW,9,0,0
6/14/20,6,C,C,SW,10,0,1
6/14/20,6,C,C,SW,11,0,0
6/14/20,6,C,C,SW,12,1,1
